input_row_key,input_company_name,company_name,veridion_id,match_score,input_main_country,main_country,input_main_city,main_city,website_url,primary_email,employee_count,revenue,qc_flags
116,"CUSHMAN & WAKEFIELD SERVICES (THAILAND) CO., LTD.",Cushman & Wakefield Services Thailand Co. Ltd.,e8e82741-5871-11ec-b633-39790144a985,71.74,Thailand,Thailand,,Ratchathewi,,,,,"missing_website, missing_email, missing_year_founded"
117,DADES Center Ost ApS,Voigt Psykoterapi,00d4aae7-ac7f-11ef-8a17-ed5ac23e983d,69.19,Denmark,Denmark,Kongens Lyngby,Kongens Lyngby,https://voigt-psykoterapi.dk/,,,,"missing_email, missing_year_founded"
118,BONNIER BUSINESS PRESS A/S,Bonnier Magazine Data,d73874c7-93e4-11eb-a736-0f5b20ecb2f1,68.09,Denmark,Denmark,Copenhagen,Copenhagen,https://www.bm-data.com/,drift@bmd.bonnier.dk,20.0,3960356.0,missing_year_founded
119,DAILY JURRAT,Daily Dunya,01e830c0-93e5-11eb-91fb-73d498260b10,71.74,Pakistan,Pakistan,Civil Lines,Lahore,http://www.dunya.com.pk/,info@dunya.com.pk,75.0,1000000.0,ok
120,Dansk Kredit Rad,Dansk Kredit Råd,070edae0-93e5-11eb-b4a6-27899be4e45d,86.25,Denmark,Denmark,Greve Strand,Køge,https://dk-r.dk/,,15.0,2514085.0,"missing_email, missing_year_founded"
121,DANSK SUNDHEDSSIKRING KOMPLEMENTARSELSKAB ApS,Dansk Sundhedssikring,1f89f1e3-93e5-11eb-b5f6-816dd10ac7b0,78.18,Denmark,Denmark,Herlev,Herlev,http://ds-sundhed.dk/,human.resource@ds-sundhed.dk,210.0,7100000.0,ok
122,DANSKE BANK A/S,Danske Bank CVI,114fdce6-1246-11ec-9bdc-5f0970ddc6bb,84.0,Denmark,Denmark,,,https://danskebankforeninger.dk/,,75.0,22743520.0,"missing_email, missing_year_founded"
123,Dantec Nordics ApS,Dantec Nordics,fdd5fee0-9bc7-11ec-abde-87ab8965fdf7,92.5,Denmark,Denmark,Aabenraa Municipality,Aabenraa Municipality,https://www.dantec-nordics.dk/,info@dantec-nordics.dk,75.0,110845936.0,ok
124,DEAS A/S,DEAS Asset Management,00b85c80-0bf8-11ec-83e9-bfaaab8ed4b6,58.97,Denmark,Denmark,Frederiksberg Municipality,Frederiksberg,https://deas-asset.com/en,anette.grotum@deas-asset.com,80.0,27074638.0,ok
125,DEKO-STYLE V/ANJA GRONNE,Deko Style,2840eeb8-93e5-11eb-8859-29e7c34dee35,71.76,Denmark,Denmark,Aarhus Municipality,Aarhus Municipality,https://dekostyle.dk/,anja@dekostyle.dk,20.0,2833310.0,ok
126,DELFI TECHNOLOGIES A/S,Delfi Technologies,8647efa3-93e4-11eb-90d2-e3355a7e800b,94.0,Denmark,Denmark,Køge,Køge,https://www.delfi.com/en/,info@delfi.com,170.0,16500000.0,ok
127,DELL AS,Dell,beddde1c-93e4-11eb-8859-29e7c34dee35,83.64,Norway,Norway,Oslo,Oslo,http://www.dell.no/?opi=79508299&sa=U&ved=0ahUKEwiSkpfC2KmMAxXBTDABHaXIFoIQ61gIFCgQ&usg=AOvVaw0kwchOCGTWXjKnv_NDR-y3,,,,"missing_email, missing_year_founded"
128,Dell Corporation (Thailand) Co Ltd,Dellstore Thailand,1fe10718-f025-11ee-9eb6-8ba0a080e844,48.46,Thailand,Thailand,Yan Nawa District,Khan Na Yao,https://dellstorethailand.com/?v=cb21c4d7dea9,sales@nextplayshop.com,75.0,1972454.0,missing_year_founded
129,DELL PRODUCTS,DELL Repairs,db126bb1-6d0e-11ec-bd4d-65aaf75c66b8,68.4,Ireland,Ireland,,Dublin 7,https://www.dellrepairs.ie/,,4.0,900081.0,"missing_email, missing_year_founded"
130,DELOITTE ADVOKATFIRMA AS,Deloitte Norge,b69603af-1aff-11ec-bc98-195cbdc2446a,65.26,Norway,Norway,Oslo,Oslo,http://www.deloitte.no/?opi=79508299&sa=U&ved=0ahUKEwiFwZ3V1quMAxValokEHbfFE-sQ61gIFCgQ&usg=AOvVaw1mrNGUeUDJuiYxHwgqhTP6,,,,"missing_email, missing_year_founded"
131,DELOITTE AS,Deloitte Norge,b69603af-1aff-11ec-bc98-195cbdc2446a,78.4,Norway,Norway,Oslo,Oslo,http://www.deloitte.no/?opi=79508299&sa=U&ved=0ahUKEwiFwZ3V1quMAxValokEHbfFE-sQ61gIFCgQ&usg=AOvVaw1mrNGUeUDJuiYxHwgqhTP6,,,,"missing_email, missing_year_founded"
132,Deloitte Consulting (Sea) Sdn. Bhd.,Deloitte Consulting Malaysia Sdn Bhd.,4d8576a2-14c1-11ee-98f2-2b13cee7793d,81.67,Malaysia,Malaysia,Kuala Lumpur,Kuala Lumpur,,,,,"missing_website, missing_email, missing_year_founded"
133,DELOITTE STATSAUTORISERET REVISIONSPARTNERSELSKAB,Revisto Statsautoriseret Revisionspartnerselskab,b14fddd0-93e4-11eb-b89f-536884b3e7dd,79.48,Denmark,Denmark,,Horsens,https://revisto.dk/,info@revisto.dk,40.0,5493573.0,missing_year_founded
134,"DELTA EJENDOM, AALBORG A/S",Aalborg Engineering A/S.,0ede7fca-2dc6-11ec-b49b-63e83532064d,63.4,Denmark,Denmark,Aalborg Municipality,Aalborg,,,,,"missing_website, missing_email, missing_year_founded"
135,ELTEK AS,Eltek,169a31db-93e5-11eb-919a-b3f9a5ad205c,86.15,Norway,Norway,Drammen,Drammen,https://www.eltek.com/,info.defra@deltaww.com,2378.0,389697728.0,ok
136,DELTA ELECTRONICS INT'L (SINGAPORE) PTE. LTD.,Delta Electronics,70923a3d-93e4-11eb-a33a-a3dfba582839,72.9,Singapore,Singapore,Singapore,Singapore,https://www.delta-singapore.com/en-SG/index,nea-privacy@deltaww.com,59.0,23570136.0,ok
137,DHL EXPRESS (SINGAPORE) PTE. LTD.,DHL Express Service Point - BAG IT DHL Partner,05104ffa-e521-11ed-ac2b-f5f183184b4d,63.86,Singapore,Singapore,Singapore,Singapore,,,,,"missing_website, missing_email, missing_year_founded"
138,DIAL ZERO (PRIVATE) LIMITED,DIAL ZERO,9d28dea3-93e4-11eb-86dd-ffbd1b53140e,60.0,Pakistan,Pakistan,Orangi,Karachi Division,https://dialzero.pk/,sales@dialzero.pk,19.0,91829.0,ok
139,Nets Denmark A/S,Nets group,1821bc30-93e5-11eb-a746-fdabd18be9c6,67.69,Denmark,Denmark,Ballerup,Ballerup,https://nets.eu/,atata@nets.eu,2700.0,914499968.0,ok
140,DIGI TELECOMMUNICATIONS SDN BHD,DiGi Telecommunications,c2b35013-93e4-11eb-b997-8dd98d09cf25,81.11,Malaysia,Malaysia,,Petaling Jaya,https://www.celcomdigi.com/,,1473.0,1396809088.0,missing_email
141,Digi Telecommunications Sdn. Bhd.,DiGi Telecommunications,c2b35013-93e4-11eb-b997-8dd98d09cf25,89.29,Malaysia,Malaysia,Petaling Jaya,Petaling Jaya,https://www.celcomdigi.com/,,1473.0,1396809088.0,missing_email
142,DK HOSTMASTER A/S,ANDERS LASSEN FONDEN,2015b020-725d-11ec-8323-2bafca655da8,65.95,Denmark,Denmark,Aalborg Municipality,Aalborg Municipality,https://www.anderslassenfonden.dk/,mail@anderslassenfonden.dk,,,missing_year_founded
143,DNA OYJ,DNA Oy.,08e683e0-1827-11ee-b0e3-d3f35f2a4259,76.43,Finland,Finland,,Turku,,,,,"missing_website, missing_email, missing_year_founded"
144,DNB Bank Karl Johan,DNB BANK,713a067e-a5ad-11ef-99b4-e30dab6798c3,75.56,Norway,Norway,Oslo,Oslo,https://dnbconnect.org/,info@dnbconnection.com,,,missing_year_founded
145,"DET NORSKE VERITAS, BUSINESS ASSURANCE, DANMARK A/S",Dansk System Assurance A/S.,8bcafce7-fd80-11ec-b001-69323b7ad0d1,62.31,Denmark,Denmark,Gentofte Municipality,Frederiksberg,https://dsa-forsikringsmaeglere.dk/,dsa@systemassurance.dk,,,missing_year_founded
146,Dtac Trinet Co Ltd,Dtac-trinet,5ed6dfd6-205c-11ee-8d01-ef4abbbd90e4,66.38,Thailand,Thailand,Bangkok,Saraphi District,,,,,"missing_website, missing_email, missing_year_founded"
147,DUBEX A/S,Dubex,18777d50-93e5-11eb-be3a-7f925cb94351,82.86,Denmark,Denmark,Gladsaxe Municipality,Gladsaxe Municipality,http://www.dubex.dk/,rje@dubex.dk,70.0,12000000.0,ok
148,DXC TECHNOLOGY NORGE AS,DXC Technology Norge AS,d3ccacb0-a3ce-11ed-b93a-8509659c73d1,85.0,Norway,Norway,Bergen,Oslo,,,,,"missing_website, missing_email, missing_year_founded"
149,DXC Technology Sverige AB,DXC Technology Sverige AB.,f19d20b5-250a-11ec-b70f-ed0ff919fa1a,83.82,Sweden,Sweden,Solna,Gothenburg,,,,,"missing_website, missing_email, missing_year_founded"
150,Dynamic-Telecommunication Sdn. Bhd.,Dynamic-Telecommunication Sdn Bhd.,6fef3cc3-499f-11ee-955d-cffc14e1ac7f,89.13,Malaysia,Malaysia,Ulu Tiram,Johor Bahru,https://www.dynagroup.my/,,75.0,6341352.0,"missing_email, missing_year_founded"
151,EASTCOMPEACE (SINGAPORE) PTE. LTD.,Eastcompeace Singapore Pte Ltd.,6cc2cc31-a630-11ed-9a26-bbb8582c677b,73.77,Singapore,Singapore,Singapore,Singapore,,,,,"missing_website, missing_email, missing_year_founded"
152,EASTCOMPEACE SMART CARD (BANGLADESH) LIMITED,Eastcompeace Smart Card Bangladesh Limited.,203f5ad6-b918-11ed-bc6c-cde58c4dffa0,82.93,Bangladesh,Bangladesh,,Dhaka,,,,,"missing_website, missing_email, missing_year_founded"
153,"Eastcompeace Technology Co.,Ltd",Eastcompeace Smart Card Co. Ltd.,10627720-0c9d-11ec-afed-5df60f253491,74.29,China,China,Zhuhai,Zhuhai,https://tomarzam.com/,,,,missing_email
154,Ecapacity A/S,eCapacity,2a2e9a98-1200-11ec-b96f-e38fcfed8310,89.09,Denmark,Denmark,Copenhagen,Copenhagen,https://ecapacity.com/,info@ecapacity.dk,3.0,5100000.0,ok
155,ECI Media Management AB,ECI Media Management,2b50edd1-93e5-11eb-a746-fdabd18be9c6,95.81,Sweden,Sweden,Stockholm,Stockholm,https://ecimediamanagement.com/,value@ecimm.com,82.0,4900000.0,ok
156,ECI MEDIA MANAGEMENT AB,ECI Media Management,2b50edd1-93e5-11eb-a746-fdabd18be9c6,85.81,Sweden,Sweden,,Stockholm,https://ecimediamanagement.com/,value@ecimm.com,82.0,4900000.0,ok
157,Edotco Group Sdn. Bhd.,edotco Bangladesh Co. Ltd.,2ec1c3c4-bc87-11ec-a11f-5bb3d2519761,67.5,Malaysia,Malaysia,Kuala Lumpur,Kuala Lumpur,,,270.0,30179042.0,"missing_website, missing_email"
158,EDOTCO TOWERS PAKISTAN (PRIVATE) LIMITED,Pharma Consultant Pakistan,02a936d3-93e5-11eb-b4a6-27899be4e45d,57.27,Pakistan,Pakistan,,Lahore,https://pharmaconsultantpakistan.com/,kashif@pharmaconsultantpakistan.com,13.0,63653.0,ok
159,Egencia Denmark A/S,Egencia,386ddce7-93e5-11eb-b4a6-27899be4e45d,62.31,Denmark,Denmark,Elsinore,Odense,https://www.egencia.dk/,,,,"missing_email, missing_year_founded"
160,EGENCIA LLC,Egencia New Zealand,21683381-0e12-11ec-9290-4759484bcf45,66.0,United States,United States,,Chicago,https://www.egencia.co.nz/,nzmanagementteam@egencia.com,,,missing_year_founded
161,EGENCIA NORWAY AS,Egencia,06e4ced6-ff7f-11eb-84ab-359586b9329a,65.0,Norway,Norway,Oslo,Gjøvik,http://egencia.no/,,150.0,46104336.0,"missing_email, missing_year_founded"
162,Egencia Sweden AB,Egencia Switzerland,49c538c1-0505-11ec-8ca3-7ba9e5b40c47,45.0,Sweden,United Kingdom,Stockholm,London,https://www.egencia.ch/,gbtprivacy@amexgbt.com,,,"country_mismatch, missing_year_founded"
163,Egeneration Limited,eGeneration,9ade0445-93e4-11eb-8ad6-7326edce8d21,84.0,Bangladesh,Bangladesh,Dhaka,Dhaka,https://egeneration.co/,,140.0,1361697.0,missing_email
164,ELGIGANTEN GROSSIST A/S,Elgiganten,6cc5eff0-93e4-11eb-8ad6-7326edce8d21,66.36,Denmark,Denmark,Glostrup,Copenhagen,https://www.elgiganten.dk/,hello@elgiganten.dk,2469.0,843731840.0,ok
165,ELTEL NETWORKS CONNECT A/S,Eltel Networks,f2d78814-93e4-11eb-8859-29e7c34dee35,82.0,Denmark,Denmark,Herlev,Herlev,https://www.eltelgroup.com/,alexandra.karnlund@eltelnetworks.com,5000.0,2200000.0,ok
166,Energy Cool ApS,Energy Cool,ab422f07-93e4-11eb-86dd-ffbd1b53140e,90.77,Denmark,Denmark,Fredericia Municipality,Fredericia Municipality,https://energy-cool.com/,dr@energy-cool.com,75.0,17263164.0,ok
167,ENETEK POWER SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,Spółka OLOGROUP Spółka z ograniczoną odpowiedzialnością,0a8c7fb4-1403-11ec-9819-3df44af6372a,71.5,Poland,Poland,Dobra,Kielce,https://ologroup.pl/,kontakt@ologroup.pl,75.0,4078577.0,missing_year_founded
168,ENERGI HOBRO TELE A/S,Energimidt,048d6286-247d-11ed-94bd-fb4903e54c24,67.1,Denmark,Denmark,Silkeborg,Silkeborg,https://www.energimidt.dk/,,,,missing_email
169,Enreach Campaigns A/S,Campaigns,dd63e4c0-93e4-11eb-8ad6-7326edce8d21,66.0,Denmark,Denmark,Gladsaxe Municipality,Copenhagen,http://www.campaigns.dk/,info@campaignshq.com,1.0,211727.0,ok
170,Ericsson (Malaysia) Sdn. Bhd.,Ericsson Telecommunications Sdn. Bhd.,03f8d710-588f-11ec-a973-1debdfc94bd7,57.73,Malaysia,Malaysia,Petaling Jaya,Shah Alam,,,,,"missing_website, missing_email, missing_year_founded"
171,Ericsson (Thailand) Limited,Ericsson Thailand Ltd.,d2916f52-250a-11ec-8093-db09f614eb78,64.39,Thailand,Thailand,Chatuchak,Chatuchak,,,,,"missing_website, missing_email, missing_year_founded"
172,ERICSSON AB,Ericsson,174c76a1-6a14-11ec-b298-b112a9e6ec9e,80.53,Sweden,Sweden,,Stockholms Kommun,https://ericsson.web.id/,,,,missing_email
173,ERICSSON AS,Ericsson AS,ff083300-a7b5-11ed-bec3-afeedabcf530,90.0,Norway,Norway,Bærum,Oslo,https://epignosis.no/,,,,"missing_email, missing_year_founded"
174,ERICSSON DANMARK A/S,Ericsson,36729930-2d35-11ed-98d8-c5babc9e48bf,59.29,Denmark,Denmark,Copenhagen,Taastrup,,,,,"missing_website, missing_email, missing_year_founded"
175,ERNST & YOUNG LLP,ERNST & YOUNG CC,01a05990-08db-11ee-a82b-313aff40d3b6,52.27,Singapore,United Kingdom,Singapore,London,https://ernstandyoung.play-cricket.com/home,,15.0,3439770.0,"missing_email, country_mismatch, missing_year_founded"
176,EY Godkendt Revisionspartnerselskab,Ey Grønland Godkendt Revisionsanpartsselskab,f977dde5-f3a1-11ed-b737-7b786e8fdbf4,73.61,Denmark,Denmark,Frederiksberg Municipality,Frederiksberg,,,,,"missing_website, missing_email, missing_year_founded"
177,ERP DENMARK ApS,Batteriindsamling ERP Denmark ApS.,33a00afc-f81d-11ed-8ed0-97e170af3960,76.73,Denmark,Denmark,Nyborg,Nyborg,http://erp-recycling.dk/?opi=79508299&sa=U&ved=0ahUKEwjzgJOUh7GMAxWCKlkFHZLZL3QQ61gIEigP&usg=AOvVaw0PPZ0r6uBXnllr0sJE3Krs,denmark@erp-recycling.org,,,missing_year_founded
178,Estel Technologies Private Limited,Estel Technologies,e87217f9-93e4-11eb-8ad6-7326edce8d21,71.54,India,India,Gurugram District,Gurugram,https://esteltelecom.com/,support@esteltechnologies.in,180.0,4300000.0,ok
179,EUTELSAT S.A.,EUTELSAT IGO,45dbaaf8-93e5-11eb-8e19-198fb02d6f96,83.2,France,France,Paris,Paris,https://www.eutelsatigo.int/en/home/,eschnitzler@eutelsatigo.int,6.0,2466164.0,ok
180,Ework Group AB (Publ),Ework Group,8674cc02-93e4-11eb-be5a-4f810ab55f2e,81.25,Sweden,Sweden,Stockholm,Stockholm,https://www.eworkgroup.com/,ework.sv@bscs.basware.com,570.0,1700000000.0,ok
181,EWORK NORDIC ApS,NORDIC MEDICAL SOLUTIONS,c2b5c128-93e4-11eb-8ad6-7326edce8d21,64.0,Denmark,Denmark,Copenhagen,Copenhagen,https://www.nordicms.com/,admin@nordicms.com,20.0,15595274.0,ok
182,EWORK GROUP NORWAY AS,Universal Music,ef614d16-93e4-11eb-aa66-9b8d95e2171b,60.0,Norway,Norway,Oslo,Oslo,https://universalmusic.no/,atle.schie@umusic.com,1.0,1330505.0,missing_year_founded
183,EXFO Ltd.,EXFO Finland Oy.,3034bc10-74ad-11ed-9364-a958028bfff1,73.4,Finland,Finland,Oulu,Oulu,,,,,"missing_website, missing_email, missing_year_founded"
184,EXIDE TECHNOLOGIES AS,Exide Technologies avd Bergen,2253d9c0-1ea3-11ee-b65c-eb6aa2a5b79c,78.0,Norway,Norway,Ullensaker,Stavanger,https://sonnak.com/,,,,"missing_email, missing_year_founded"
185,EXPRESS PUBLICATIONS (PVT.) LIMITED,Al Huda Publications,14903104-93e5-11eb-90d2-e3355a7e800b,62.73,Pakistan,Pakistan,,Islamabad,http://alhudapublications.org/,,11.0,585000.0,missing_email
186,Extenda Retail AS Avd Oslo,EXTENDA RETAIL,5890bff3-112b-11ec-b06c-d1fadf322ad0,82.0,Norway,Norway,Tønsberg,Tønsberg,https://44749.org/,,1.0,,missing_email
187,F5 NETWORKS LIMITED,F5 Networks Inc.,631c5ae7-e7f1-11ec-ad32-8d2a499c20f7,74.57,United Kingdom,United Kingdom,Chertsey,,http://couponannie.co.uk/,,1.0,,"missing_email, missing_year_founded"
188,FACEBOOK IRELAND LIMITED,Facebook Training Ireland,6de3c7f3-0472-11ec-8154-fd26fdffca6b,76.53,Ireland,Ireland,Dublin,,https://facebooktraining.ie/,,1.0,352531.0,"missing_email, missing_year_founded"
189,Falck Danmark A/S,Falck Danmark,bdc409a2-93e4-11eb-be3a-7f925cb94351,82.0,Denmark,Denmark,Copenhagen,Aarhus,https://www.falck.dk/,dpo@falck.com,150.0,15722815.0,ok
190,Fastbridge Malaysia Sdn Bhd,Mall of Malaysia,4bd4a421-725b-11ec-a37c-11c248193b5d,65.12,Malaysia,Malaysia,Petaling Jaya,Petaling Jaya,https://mallofmalaysia.com.my/,yvonneang@mallofmalaysia.com.my,150.0,3848596.0,missing_year_founded
191,Favro Holding AB,Favro,ff5c55c1-93e4-11eb-aa66-9b8d95e2171b,68.57,Sweden,Sweden,Uppsala,Uppsala,https://www.favro.com/,privacy@favro.com,37.0,1900000.0,ok
192,Fiberail Sdn. Bhd.,Fiberail Sdn Bhd - Rasah,e2e59257-66d6-11ef-82dc-5501d2cdf0a4,70.71,Malaysia,Malaysia,Kuala Lumpur,Seremban,,,,,"missing_website, missing_email, missing_year_founded"
193,Fibrecomm Network (M) Sdn. Bhd.,FIBRECOMM,aade3d11-93e4-11eb-919a-b3f9a5ad205c,67.0,Malaysia,Malaysia,Kuala Lumpur,Kuala Lumpur,https://fibrecomm.net.my/,enquiries@fibrecomm.net.my,110.0,9300650.0,ok
194,DANSK HALON TEKNIK ApS,Dansk Iso Teknik,149e2513-aac5-11ef-8555-0dd834e09bbc,74.21,Denmark,Denmark,Hillerød,Ballerup,https://isoteknik.dk/,mail@isoteknik.dk,14.0,2426824.0,missing_year_founded
195,FORM DANMARK ApS,Form Danmark,44240fe3-93e5-11eb-919a-b3f9a5ad205c,81.43,Denmark,Denmark,Odder Municipality,Odder,http://www.formdanmark.dk/,md@formdanmark.dk,75.0,15145737.0,missing_year_founded
196,SYKES ENTERPRISES NORWAY AS,Dalen legesenter,33003ea0-93e5-11eb-b5f6-816dd10ac7b0,62.33,Norway,Norway,Bergen,Bergen,https://dalenlegesenter.no/,,,,"missing_email, missing_year_founded"
197,GARTNER ADVISORY (SINGAPORE) PTE LTD,Gartner Advisory S Pte Ltd.,5b67817a-1b01-11ec-adc9-5d86e79c45f3,80.71,Singapore,Singapore,Singapore,Singapore,,,,,"missing_website, missing_email, missing_year_founded"
198,GARTNER NORGE AS,Gartner Norge,21d91ebf-1b00-11ec-a8e8-f10d0988514b,88.79,Norway,Norway,Oslo,Oslo,,,,,"missing_website, missing_email, missing_year_founded"
199,GBT TRAVEL SERVICES UK LIMITED,PAF SECURITISATION NO.,0165a523-f0b3-11ee-849e-f5d408dc71cd,58.46,United Kingdom,United Kingdom,London,London,https://pafsecuritisationno1plc.com/,info@pafsecuritisationno1plc.com,75.0,49349144.0,missing_year_founded
200,Genex Infosys Limited,Genex Infosys,ce7a4c04-93e4-11eb-90d2-e3355a7e800b,85.88,Bangladesh,Bangladesh,Dhaka,Dhaka,https://genexinfosys.com/,info@genexinfosys.com,2400.0,5911386.0,ok
201,GEO ENTERTAINMENT TELEVISION (PVT.) LIMITED,Geo Mobile & Easypaisa Shop,00716e81-0933-11ee-be6e-095ff0fb6228,50.71,Pakistan,Pakistan,,Burewala,,,,,"missing_website, missing_email, missing_year_founded"
202,GINTEL AS,Gintel Norway,404994d0-93e5-11eb-8474-3bbe2d07207d,72.73,Norway,Norway,Trondheim,Trondheim,https://www.gintel.com/,sales@gintel.com,52.0,23300000.0,ok
203,GLOBALCONNECT A/S,GlobalConnect,d9a64075-93e4-11eb-9937-4fab995bf8ff,82.0,Denmark,Denmark,Høje-Taastrup Municipality,Copenhagen,https://globalconnect.dk/,kontakt@globalconnect.dk,,,missing_year_founded
204,Glory Fashions Ltd.,Glory Fashions,fe92eb43-93e4-11eb-9937-4fab995bf8ff,90.91,Bangladesh,Bangladesh,Dhaka,Dhaka,https://gloryfashions.com/,alaksaha@gloryfashions.com,75.0,496709.0,missing_year_founded
205,Goecker Service A/S,Goecker since 1862,eb6bf704-93e4-11eb-97db-273ba5953680,82.16,Denmark,Denmark,Copenhagen,Copenhagen,https://goecker.dk/,service@dfaservice.dk,24.0,225000.0,ok
206,GOGIFT.COM A/S,GoGift,b8ca3bec-93e4-11eb-9937-4fab995bf8ff,66.0,Denmark,Denmark,,Copenhagen,https://www.global.gogift.com/,global@gogift.com,120.0,7000000.0,ok
207,Google Asia Pacific Pte. Ltd.,Google Asia Pacific Pte. Ltd.,1d514729-01ae-11ef-ba8c-a5c322c4d97c,90.0,Singapore,Singapore,Singapore,,https://duoi625maxim.com/,,,,"missing_email, missing_year_founded"
208,Google Cloud EMEA Limited,Google Cloud,a7fea907-199d-11f0-9eba-c9ebbf6c8560,43.92,Ireland,United States,,Mountain View,https://swissrallvays.shop/,bq-project-config-service@google.com,,,"country_mismatch, missing_year_founded"
209,GOOGLE COMMERCE LIMITED,Google Commerce Limited,be55a775-c4b2-11ec-af9f-718ab7b26330,90.0,Ireland,Ireland,,Dublin 4,https://lespotnoir.com/,account-withdrawal@google.com,,,missing_year_founded
210,GOOGLE IRELAND LIMITED,Anbieter Google Ireland Limited,b8598dac-ae74-11ef-82bd-d94876b0cbdf,79.81,Ireland,Ireland,Dublin 4,Dublin,https://ausbildung-elektro-ostfriesland.de/,bewerbung@ausbildung-elektro-ostfriesland.de,,,missing_year_founded
211,GRAMEENPHONE LTD,Grameenphone Centre,0e257043-dc98-11ef-b8b0-a1dc081da81f,66.14,Bangladesh,Bangladesh,,Dhaka,,,,,"missing_website, missing_email, missing_year_founded"
212,Grassfish Denmark ApS,Jysk Auto ApS.,09dabf8f-02f4-11ed-97ce-2bd0fada5731,64.0,Denmark,Denmark,Aarhus Municipality,Aarhus Municipality,https://jyskauto.dk/,info@jyskauto.dk,30.0,18099732.0,missing_year_founded
213,Green Packet Berhad,GREEN PACKET,ba0505da-93e4-11eb-97db-273ba5953680,86.45,Malaysia,Malaysia,Petaling Jaya,Petaling Jaya,https://www.greenpacket.com/,info@greenpacket.com,800.0,135500000.0,ok
214,GreenMind A/S,GreenMind,205a2882-092a-11ee-b84c-9b2922821bc8,74.09,Denmark,Denmark,Gladsaxe Municipality,Rødovre Municipality,,,,,"missing_website, missing_email, missing_year_founded"
215,grey advertising ( bangladesh) ltd.,ADVERTISING BANGLADESH,5e9513a1-d868-11ed-b943-0b8fb5e4efa0,76.32,Bangladesh,Bangladesh,,Dhaka,https://advertisingbangladesh.com/,advertisingbangladeshltd@gmail.com,75.0,947445.0,ok
216,GSM ASSOCIATION,GSMA Training,b1eae542-93e4-11eb-aa66-9b8d95e2171b,65.71,United Kingdom,United Kingdom,London,London,https://www.gsmatraining.com/,support@gsmaadvance.com,75.0,10606294.0,missing_year_founded
217,"HARBIN COSLIGHT NEW ENERGY CO., LTD.",Harbin Xinju New Energy Co. Ltd.,4214b8bf-1d88-11ef-a07a-c90c75a354c8,80.88,China,China,Harbin,Harbin,,,,,"missing_website, missing_email, missing_year_founded"
218,HE SIKRING A/S,Sikring Vest A/S.,a40484c0-0ae9-11ec-8b96-2f712d78ea00,72.58,Denmark,Denmark,Furesø Municipality,,http://sikringvest-as.dk/Sikring_Vest_A_S/Sikring_Vest_A_S.html,lsh@sikringvest-as.dk,3.0,1038391.0,missing_year_founded
219,HELP Forsakring filial,HELP Försäkring,8dbea451-93e4-11eb-a33a-a3dfba582839,72.16,Sweden,Sweden,,Stockholm,https://helpforsakring.se/,info@helpforsakring.se,40.0,4992472.0,ok
220,HELP FORSIKRING AS,HELP Forsikring,a90e10f4-93e4-11eb-be5a-4f810ab55f2e,94.55,Norway,Norway,Oslo,Oslo,https://help.no/,post@help.no,250.0,24600000.0,ok
221,"HELP FORSIKRING,FILIAL AF HELP FORSIKRING AS, NORGE",HELP Forsikring,bb79f296-93e4-11eb-86dd-ffbd1b53140e,67.27,Denmark,Denmark,Copenhagen,Copenhagen,https://helpforsikring.dk/,personvern@help.no,6.0,895237.0,ok
222,HERM. RASMUSSEN A/S,Ole Rasmussen,0f7a8714-0ca8-11ec-8056-69dcbcdd8412,71.25,Denmark,Denmark,Silkeborg Municipality,Hedensted Municipality,https://www.or-vognmand.dk/,ole@or-vognmand.dk,7.0,1492268.0,missing_year_founded
223,HEST AGENTUR AS,HEST Agentur,19b24740-93e5-11eb-aa66-9b8d95e2171b,93.33,Norway,Norway,Oslo,Oslo,https://hestagentur.no/,ole@hestagentur.no,3.0,810583.0,ok
224,HETEK A/S,HETEK,6cf9d142-93e4-11eb-8859-29e7c34dee35,82.86,Denmark,Denmark,Vejle,Vejle,https://hetek.dk/,info@hetek.dk,50.0,10603541.0,missing_year_founded
225,Hewlett-Packard (M) Sdn Bhd,Hewlett-Packard M Sdn. Bhd.,c4a8edac-a10f-11ed-8865-3b27972b8eff,76.11,Malaysia,Malaysia,,Bayan Lepas,,,,,"missing_website, missing_email, missing_year_founded"
226,Hewlett-Packard (Thailand) Ltd.,Hewlett-Packard Thailand Company Limited,c71f7ee3-0402-11ef-a267-5139ead7b0d4,62.18,Thailand,Thailand,Bangkok,Klaeng,,,,,"missing_website, missing_email, missing_year_founded"
227,HEWLETT-PACKARD ApS,Hewlett-Packard ApS.,571d319b-1e68-11ee-8977-f9df9a4bf47f,83.46,Denmark,Denmark,Lillerød,Aarhus,,,,,"missing_website, missing_email, missing_year_founded"
228,HEWLETT-PACKARD NORGE AS,Linestore,00bb2912-918f-11ed-b02c-eb054ee9ca4a,61.82,Norway,Norway,Bærum,Bærum,https://linestore.no/,contact@linestore.no,15.0,2775603.0,missing_year_founded
229,"Hewlett Packard Singapore (Sales) Pte., Ltd.",Hewlett Packard Depot Rd,d3c03269-e0ca-11ee-af37-875b13c328d9,68.53,Singapore,Singapore,Singapore,Singapore,,,,,"missing_website, missing_email, missing_year_founded"
